Replacement Policy = CLOCK
-------------------------------------
Page   Content of Frames
99     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 
12     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 
17     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 
95     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 
87     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 
53     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 
93     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 
64     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 
53     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 
23     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 
50     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 
21     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 
81     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 
58     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 
16     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 
52     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 
64     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 
11     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
64     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
90     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
38     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
52     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
49     86 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
76 F   76 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
22     76 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
58     76 33 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
80 F   76 80 38 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
46 F   76 80 46 01 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
79 F   76 80 46 79 59 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
42 F   76 80 46 79 42 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
64     76 80 46 79 42 25 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
89 F   76 80 46 79 42 89 49 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
38 F   76 80 46 79 42 89 38 05 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
72 F   76 80 46 79 42 89 38 72 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
85     76 80 46 79 42 89 38 72 78 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
02 F   76 80 46 79 42 89 38 72 02 74 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
14 F   76 80 46 79 42 89 38 72 02 14 44 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
25 F   76 80 46 79 42 89 38 72 02 14 25 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
82     76 80 46 79 42 89 38 72 02 14 25 82 39 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
77 F   76 80 46 79 42 89 38 72 02 14 25 82 77 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
07     76 80 46 79 42 89 38 72 02 14 25 82 77 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
11     76 80 46 79 42 89 38 72 02 14 25 82 77 03 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
92 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
51     76 80 46 79 42 89 38 72 02 14 25 82 77 92 15 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
49 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 29 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
86 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
49     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
07     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
12     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
23     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
92     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 13 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
75 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 27 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
83 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 90 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
24 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
53     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 97 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
33 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 35 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
13 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 57 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
04 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
75     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 16 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
40 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 56 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
90 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 98 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
29 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
86     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 08 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
15 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 67 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
69 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
85     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 62 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
54 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
75     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
53     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
02     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 43 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
63 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
77     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
82     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 88 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
18 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 37 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
06 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 99 12 17 95 87 93 64 23 50 21 81 58 52 11 
31 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 17 95 87 93 64 23 50 21 81 58 52 11 
39 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 95 87 93 64 23 50 21 81 58 52 11 
66 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 87 93 64 23 50 21 81 58 52 11 
51     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 87 93 64 23 50 21 81 58 52 11 
37 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 93 64 23 50 21 81 58 52 11 
24     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 93 64 23 50 21 81 58 52 11 
41 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 50 21 81 58 52 11 
97 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 21 81 58 52 11 
07     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 21 81 58 52 11 
70 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 81 58 52 11 
83     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 81 58 52 11 
22     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 81 58 52 11 
60 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 52 11 
76     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 52 11 
36 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 85 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 36 11 
47 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 36 11 
11     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 36 11 
29     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 12 39 66 37 41 64 23 97 70 60 58 36 11 
09 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 64 23 97 70 60 58 36 11 
35 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 23 97 70 60 58 36 11 
31     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 23 97 70 60 58 36 11 
16 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 58 36 11 
37     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 58 36 11 
54     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 58 36 11 
66     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 58 36 11 
16     76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 58 36 11 
52 F   76 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
74 F   74 80 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
50 F   74 50 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
14     74 50 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
90     74 50 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
06     74 50 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
49     74 50 46 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
80 F   74 50 80 79 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
91 F   74 50 80 91 42 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
28 F   74 50 80 91 28 89 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
87 F   74 50 80 91 28 87 38 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
71 F   74 50 80 91 28 87 71 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
14     74 50 80 91 28 87 71 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
11     74 50 80 91 28 87 71 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
06     74 50 80 91 28 87 71 72 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
94 F   74 50 80 91 28 87 71 94 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
41     74 50 80 91 28 87 71 94 02 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
45 F   74 50 80 91 28 87 71 94 45 14 25 82 77 92 49 86 75 83 24 33 13 04 51 40 90 29 53 15 69 07 47 54 63 18 22 06 31 09 39 66 37 41 35 16 97 70 60 52 36 11 
