Replacement Policy = CLOCK
-------------------------------------
Page   Content of Frames
79 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 83 54 32 82 60 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
66 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 54 32 82 60 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
77 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 82 60 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
59     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 82 60 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
71 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 60 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
18 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
76     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
67     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
50     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
50     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
74     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 09 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
95 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 06 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
63 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 93 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
73 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
67     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 91 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
93 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 30 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
56 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
18     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 21 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
27 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 57 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
33 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
77     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 37 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
04 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
56     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
13     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 12 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
29 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 53 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
15 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
13     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
76     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 31 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
78 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
43     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
13     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 02 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
34 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
74     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 46 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
97 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 05 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
47 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 96 08 90 67 11 58 19 43 25 14 69 
68 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 08 90 67 11 58 19 43 25 14 69 
37 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 90 67 11 58 19 43 25 14 69 
25     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 90 67 11 58 19 43 25 14 69 
52 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 11 58 19 43 25 14 69 
67     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 11 58 19 43 25 14 69 
90 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 58 19 43 25 14 69 
02 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 19 43 25 14 69 
12 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 14 69 
63     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 14 69 
76     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 14 69 
96 F   26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
94     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
59     26 75 61 41 35 01 03 10 94 59 85 28 51 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
98 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
79     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 32 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
22 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 65 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
39 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 72 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
70 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
28     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
18     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
56     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 13 50 76 68 37 52 67 90 02 12 43 25 96 69 
16 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 50 76 68 37 52 67 90 02 12 43 25 96 69 
31 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 67 90 02 12 43 25 96 69 
36 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 43 25 96 69 
84 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 25 96 69 
74     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 25 96 69 
19 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 69 
29     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 69 
46 F   26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
26     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
26     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
94     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
41     26 75 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
24 F   26 24 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
98     26 24 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
47     26 24 61 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
99 F   26 24 99 41 35 01 03 10 94 59 85 28 98 79 66 77 22 71 18 39 74 95 63 73 93 56 27 33 04 29 15 78 34 70 97 47 16 31 76 68 37 52 36 90 02 12 84 19 96 46 
