Replacement Policy = OPTIMAL
-------------------------------------
Page   Content of Frames
69     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
91     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
14     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
23     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 
59     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 
36     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
69     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
77     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
47     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
10     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
78     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
49     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 
22     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 
76     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
32     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
57     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
51     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
63     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 
18     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 
07     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 
89     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
05     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
15 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
13 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
21     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
91     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
27 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 80 72 34 85 21 71 74 45 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
71     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 80 72 34 85 21 71 74 45 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
67 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 45 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
05     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 45 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
26     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 45 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
24 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
09 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
50     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
69     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
50     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 90 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
61 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 57 67 72 34 85 21 71 74 24 61 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
02 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
34     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
74     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 59 36 47 49 22 76 63 18 89 
06 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
87     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
74     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
22     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
26     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
21     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 22 76 63 18 89 
97 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
67     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
05     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
06     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
36     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
63     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
55     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
87     19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 05 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
38 F   19 50 17 79 16 69 40 37 32 87 26 60 46 55 09 41 07 68 91 77 10 28 62 15 13 38 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
03 F   19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 38 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 97 76 63 18 89 
08 F   19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 38 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
20     19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 38 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
43 F   19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
09     19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
49     19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
46     19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
40     19 50 17 79 16 69 40 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
64 F   19 50 17 79 16 69 64 37 32 87 26 60 46 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
84 F   19 50 17 79 16 69 64 37 32 87 26 60 84 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 34 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
75 F   19 50 17 79 16 69 64 37 32 87 26 60 84 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 49 08 76 63 18 89 
01 F   19 50 17 79 16 69 64 37 32 87 26 60 84 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 63 18 89 
98 F   19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 63 18 89 
11 F   19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 11 18 89 
92 F   19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
28     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
91     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
64     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
27     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
27     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
43     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
91     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
03     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
61     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
62     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
18     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
06     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
68     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
78     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
85     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 62 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
73 F   19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
68     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
37     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
10     19 50 17 79 16 69 64 37 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
42 F   19 50 17 79 16 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
16     19 50 17 79 16 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
70 F   19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
08     19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 10 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
35 F   19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
64     19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
78     19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 91 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
33 F   19 50 17 79 70 69 64 42 32 87 26 60 98 03 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
88 F   19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
47     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
89     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
20     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 47 01 08 76 92 18 89 
81 F   19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
73     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
09     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
60     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
67     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
09     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
67     19 50 17 79 70 69 64 42 32 87 26 60 98 88 09 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
86 F   19 50 17 79 70 69 64 42 32 87 26 60 98 88 86 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
32     19 50 17 79 70 69 64 42 32 87 26 60 98 88 86 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
65 F   19 50 17 79 70 69 64 42 32 87 26 60 98 88 65 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
02     19 50 17 79 70 69 64 42 32 87 26 60 98 88 65 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
26     19 50 17 79 70 69 64 42 32 87 26 60 98 88 65 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
87     19 50 17 79 70 69 64 42 32 87 26 60 98 88 65 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
26     19 50 17 79 70 69 64 42 32 87 26 60 98 88 65 41 07 68 33 77 35 28 73 15 13 43 02 67 72 75 85 21 71 74 24 61 51 20 27 78 23 06 36 81 01 08 76 92 18 89 
