Replacement Policy = CLOCK
-------------------------------------
Page   Content of Frames
69     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
91     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
14     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 
23     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 
59     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 
36     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
69     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
77     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 
47     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
10     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
78     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 
49     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 
22     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 
76     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
32     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
57     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
51     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 
63     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 
18     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 
07     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 
89     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
05     19 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
15 F   15 50 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
13 F   15 13 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
21     15 13 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
91     15 13 17 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
27 F   15 13 27 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
71     15 13 27 79 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
67 F   15 13 27 67 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
05     15 13 27 67 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
26     15 13 27 67 16 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
24 F   15 13 27 67 24 69 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
09 F   15 13 27 67 24 09 40 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
50 F   15 13 27 67 24 09 50 37 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
69 F   15 13 27 67 24 09 50 69 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
50     15 13 27 67 24 09 50 69 32 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
61 F   15 13 27 67 24 09 50 69 61 87 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
02 F   15 13 27 67 24 09 50 69 61 02 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
34     15 13 27 67 24 09 50 69 61 02 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
74     15 13 27 67 24 09 50 69 61 02 26 60 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
06 F   15 13 27 67 24 09 50 69 61 02 26 06 46 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
87 F   15 13 27 67 24 09 50 69 61 02 26 06 87 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
74     15 13 27 67 24 09 50 69 61 02 26 06 87 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
22     15 13 27 67 24 09 50 69 61 02 26 06 87 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
26     15 13 27 67 24 09 50 69 61 02 26 06 87 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
21     15 13 27 67 24 09 50 69 61 02 26 06 87 55 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
97 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
67     15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
05     15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
06     15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
36     15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
63     15 13 27 67 24 09 50 69 61 02 26 06 87 97 83 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
55 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
87     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 41 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
38 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 07 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
03 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 68 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
08 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
20     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 77 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
43 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
09     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
49     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 10 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
46 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 28 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
40 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 62 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
64 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 14 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
84 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 31 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
75 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 57 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
01 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 80 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
98 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 72 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
11 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 85 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
92 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 45 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
28 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
91     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
64     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
27     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
27     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
43     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
91     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
03     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
61     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 90 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
62 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
18     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
06     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 51 20 53 78 23 59 36 47 49 22 76 63 18 89 
68 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 53 78 23 59 36 47 49 22 76 63 18 89 
78     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 53 78 23 59 36 47 49 22 76 63 18 89 
85 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 23 59 36 47 49 22 76 63 18 89 
73 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 59 36 47 49 22 76 63 18 89 
68     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 59 36 47 49 22 76 63 18 89 
37 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 47 49 22 76 63 18 89 
10 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 76 63 18 89 
42 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 89 
16 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 05 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
70 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
08     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 34 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
35 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
64     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
78     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 21 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
33 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 71 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
88 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 74 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
47 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 20 85 78 73 37 36 10 49 22 42 63 18 16 
89 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 36 10 49 22 42 63 18 16 
20 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 49 22 42 63 18 16 
81 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 22 42 63 18 16 
73     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 22 42 63 18 16 
09     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 22 42 63 18 16 
60 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 63 18 16 
67     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 63 18 16 
09     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 63 18 16 
67     15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 63 18 16 
86 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 18 16 
32 F   15 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
65 F   65 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
02     65 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
26     65 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
87     65 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
26     65 13 27 67 24 09 50 69 61 02 26 06 87 97 55 38 03 08 91 43 46 40 64 84 75 70 01 98 11 35 92 33 88 47 28 62 68 89 85 78 73 37 20 10 81 60 42 86 32 16 
